Program,Program Desc,College,College Desc,Level,Level Desc,Department,Department Desc,Degree,Degree Desc,Major,Major Desc,Campus,Campus Desc,Major CIP,Major CIP Desc,Combined Ind,Concentration,Concentration Desc,Eff Term,Eff Term Desc,Admission Ind,Student Ind,Outcome Ind,Eff Status,Program Status
BS-PRSC-U,Transitional Coll of Sci UG,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,PSYC,Psychology,BOS,Boston,422799,Rsrch & Experimtl Psychology,,,,200410,Fall 2003 Semester,N,Y,N,Current,Active
BS-PSMU,BS Psychology/Music,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,PSMU,Psychology/Music,BOS,Boston,422799,Rsrch & Experimtl Psychology,Y,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
BS-PSTH,BS Psychology/Theatre,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,PSTH,Psychology/Theatre,BOS,Boston,422799,Rsrch & Experimtl Psychology,Y,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-PSYC,BS Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,PSYC,Psychology,BOS,Boston,422799,Rsrch & Experimtl Psychology,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
BS-PSYC,BS Psychology,SC,College of Science,UG,Undergraduate,PSYC,Psychology,BS,Bachelor of Science,PSYC,Psychology,OAK,"Oakland, CA",422799,Rsrch & Experimtl Psychology,,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
ND-EXCH-SC-U,ND Exchange Students SC UG,SC,College of Science,UG,Undergraduate,PSYC,Psychology,ND,Non-Degree,PSYC,Psychology,BOS,Boston,422799,Rsrch & Experimtl Psychology,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
ND-SPEC-HS,Special-High School,SC,College of Science,US,Undergrad Special,DOSC,Dean of College of Sciences,ND,Non-Degree,UNDE,Undeclared,BOS,Boston,240102,General Stu,,,,201710,Fall 2016 Semester,Y,Y,N,Current,Active
MS-CRCJ,MS Criminology & Crim. Justice,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,MS,Master of Science,CRCJ,Criminology & Criminal Justice,BOS,Boston,430104,Criminal Justice/Safety Stu,,CYBS,Cybersecurity,202010,Fall 2019 Semester,Y,Y,Y,Current,Active
MS-CRCJ,MS Criminology & Crim. Justice,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,MS,Master of Science,CRCJ,Criminology & Criminal Justice,BOS,Boston,430104,Criminal Justice/Safety Stu,,NOCC,No Concentration,202010,Fall 2019 Semester,Y,Y,Y,Current,Active
MS-CRCJ,MS Criminology & Crim. Justice,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,MS,Master of Science,CRCJ,Criminology & Criminal Justice,SEA,"Seattle, WA",430104,Criminal Justice/Safety Stu,,CYBS,Cybersecurity,202010,Fall 2019 Semester,Y,Y,Y,Current,Active
MS-CRCJ,MS Criminology & Crim. Justice,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,MS,Master of Science,CRCJ,Criminology & Criminal Justice,SEA,"Seattle, WA",430104,Criminal Justice/Safety Stu,,NOCC,No Concentration,202010,Fall 2019 Semester,Y,Y,Y,Current,Active
ND-CRJS-G,Special Criminal Justice GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,ND,Non-Degree,CRJS,Criminal Justice,BOS,Boston,430104,Criminal Justice/Safety Stu,,,,200410,Fall 2003 Semester,Y,Y,N,Current,Active
ND-EXCH-CJ-G,Special Exchange Crim Just GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,ND,Non-Degree,CRJS,Criminal Justice,BOS,Boston,430104,Criminal Justice/Safety Stu,,,,201230,Spring 2012 Semester,Y,Y,N,Current,Active
ND-EXCH-SH-G,ND Exchange Students SH GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,ND,Non-Degree,CRJS,Criminal Justice,BOS,Boston,430104,Criminal Justice/Safety Stu,,,,201710,Fall 2016 Semester,Y,Y,N,Current,Active
ND-SH-G,Special Soc Sciences GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,ND,Non-Degree,CRJS,Criminal Justice,BOS,Boston,430104,Criminal Justice/Safety Stu,,,,201340,Summer 1 2013 Semester,Y,Y,N,Current,Active
PHD-CRJP,PhD Crimin. and Justice Policy,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,PHD,Doctor of Philosophy,CRJP,Criminology and Justice Policy,BOS,Boston,430104,Criminal Justice/Safety Stu,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
PHD-CRJP-A,PhD Crim Justice Plcy Adv Entr,SH,Coll of Soc Sci & Humanities,GR,Graduate,CRIM,Criminology & Criminal Justice,PHD,Doctor of Philosophy,CRJP,Criminology and Justice Policy,BOS,Boston,430104,Criminal Justice/Safety Stu,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
MS-ECON,MS Economics,SH,Coll of Soc Sci & Humanities,GR,Graduate,ECON,Economics,MS,Master of Science,ECON,Economics,BOS,Boston,450603,Econometrics & Quantitative Ec,,DECN,Data Science for Economics,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MS-ECON,MS Economics,SH,Coll of Soc Sci & Humanities,GR,Graduate,ECON,Economics,MS,Master of Science,ECON,Economics,BOS,Boston,450603,Econometrics & Quantitative Ec,,NOCC,No Concentration,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MS-ECON,MS Economics,SH,Coll of Soc Sci & Humanities,GR,Graduate,ECON,Economics,MS,Master of Science,ECON,Economics,SEA,"Seattle, WA",450603,Econometrics & Quantitative Ec,,DECN,Data Science for Economics,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MS-ECON,MS Economics,SH,Coll of Soc Sci & Humanities,GR,Graduate,ECON,Economics,MS,Master of Science,ECON,Economics,SEA,"Seattle, WA",450603,Econometrics & Quantitative Ec,,NOCC,No Concentration,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
ND-SH-G,Special Soc Sciences GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,ECON,Economics,ND,Non-Degree,ECON,Economics,BOS,Boston,450603,Econometrics & Quantitative Ec,,,,201340,Summer 1 2013 Semester,Y,Y,N,Current,Active
PHD-ECON,PhD Economics,SH,Coll of Soc Sci & Humanities,GR,Graduate,ECON,Economics,PHD,Doctor of Philosophy,ECON,Economics,BOS,Boston,450603,Econometrics & Quantitative Ec,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
PHD-ECON-A,PhD Economics Adv Entry,SH,Coll of Soc Sci & Humanities,GR,Graduate,ECON,Economics,PHD,Doctor of Philosophy,ECON,Economics,BOS,Boston,450603,Econometrics & Quantitative Ec,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
CERTG-DHUM,CERTG Digital Humanities,SH,Coll of Soc Sci & Humanities,GR,Graduate,ENGL,English,CERTG,Graduate Certificate,DHUM,Digital Humanities,BOS,Boston,240103,Humanities/Humanistic Stu,,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
MA-ENGL,MA English,SH,Coll of Soc Sci & Humanities,GR,Graduate,ENGL,English,MA,Master of Arts,ENGL,English,BOS,Boston,230101,English Lang. & Lit.,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
MA-ENGL,MA English,SH,Coll of Soc Sci & Humanities,GR,Graduate,ENGL,English,MA,Master of Arts,ENGL,English,OAK,"Oakland, CA",230101,English Lang. & Lit.,,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
ND-SH-G,Special Soc Sciences GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,ENGL,English,ND,Non-Degree,ENGL,English,BOS,Boston,230101,English Lang. & Lit.,,,,201340,Summer 1 2013 Semester,Y,Y,N,Current,Active
PHD-ENGL,PhD English,SH,Coll of Soc Sci & Humanities,GR,Graduate,ENGL,English,PHD,Doctor of Philosophy,ENGL,English,BOS,Boston,230101,English Lang. & Lit.,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
PHD-ENGL-A,PhD English Adv Entry,SH,Coll of Soc Sci & Humanities,GR,Graduate,ENGL,English,PHD,Doctor of Philosophy,ENGL,English,BOS,Boston,230101,English Lang. & Lit.,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
CERTG-PUHI,CERTG Public History,SH,Coll of Soc Sci & Humanities,GR,Graduate,HIST,History,CERTG,Graduate Certificate,PUHI,Public History,BOS,Boston,540105,Public/Applied History & Archi,,,,201710,Fall 2016 Semester,Y,Y,Y,Current,Active
MA-HIST,MA History,SH,Coll of Soc Sci & Humanities,GR,Graduate,HIST,History,MA,Master of Arts,HIST,History,BOS,Boston,540101,History,,PUHI,Public History,201210,Fall 2011 Semester,Y,Y,Y,Current,Active
MA-HIST,MA History,SH,Coll of Soc Sci & Humanities,GR,Graduate,HIST,History,MA,Master of Arts,HIST,History,BOS,Boston,540101,History,,WOHI,World History,201210,Fall 2011 Semester,Y,Y,Y,Current,Active
ND-SH-G,Special Soc Sciences GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,HIST,History,ND,Non-Degree,HIST,History,BOS,Boston,540101,History,,,,201340,Summer 1 2013 Semester,Y,Y,N,Current,Active
PHD-HIST,PhD History,SH,Coll of Soc Sci & Humanities,GR,Graduate,HIST,History,PHD,Doctor of Philosophy,HIST,History,BOS,Boston,540101,History,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
PHD-HIST-A,PhD History Adv Entry,SH,Coll of Soc Sci & Humanities,GR,Graduate,HIST,History,PHD,Doctor of Philosophy,HIST,History,BOS,Boston,540101,History,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
CERTG-COSS,CERTG Computational Social Sci,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,CERTG,Graduate Certificate,COSS,Computational Social Science,BOS,Boston,305202,Digital Humanities,,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
CERTG-WOST,"CERTG Women's, Gend & Sex. Stu",SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,CERTG,Graduate Certificate,WGSS,Women's Gender & Sexuality Stu,BOS,Boston,050207,Womens Stu,,,,202010,Fall 2019 Semester,Y,Y,Y,Current,Active
MS-AQMS,MS App Qnt Methods & Soc Anlys,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,MS,Master of Science,AQMS,Appl Quant Methods & Soc Anlys,BOS,Boston,450102,Research/Quantitative Methods,,COSS,Computational Social Science,202210,Fall 2021 Semester,Y,Y,Y,Current,Active
MS-AQMS,MS App Qnt Methods & Soc Anlys,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,MS,Master of Science,AQMS,Appl Quant Methods & Soc Anlys,BOS,Boston,450102,Research/Quantitative Methods,,DASS,Data Analytics in the Soc Sci,202210,Fall 2021 Semester,Y,Y,Y,Current,Active
MS-AQMS,MS App Qnt Methods & Soc Anlys,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,MS,Master of Science,AQMS,Appl Quant Methods & Soc Anlys,BOS,Boston,450102,Research/Quantitative Methods,,IESA,Info Ethics for Soc Analysis,202210,Fall 2021 Semester,Y,Y,Y,Current,Active
MS-AQMS,MS App Qnt Methods & Soc Anlys,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,MS,Master of Science,AQMS,Appl Quant Methods & Soc Anlys,BOS,Boston,450102,Research/Quantitative Methods,,NASS,Network Anlys in the Soc Sci,202210,Fall 2021 Semester,Y,Y,Y,Current,Active
MS-AQMS,MS App Qnt Methods & Soc Anlys,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,MS,Master of Science,AQMS,Appl Quant Methods & Soc Anlys,BOS,Boston,450102,Research/Quantitative Methods,,SMSS,Stat Methods in the Soc Sci,202210,Fall 2021 Semester,Y,Y,Y,Current,Active
MS-NETS,MS Network Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,MS,Master of Science,NETS,Network Science,BOS,Boston,300601,Systems Science and Theory,,,,201830,Spring 2018 Semester,N,Y,Y,Current,Active
ND-SH-G,Special Soc Sciences GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,ND,Non-Degree,INSH,Interdisc Soc Sci & Humanities,BOS,Boston,450101,Social Sces,,,,201340,Summer 1 2013 Semester,Y,Y,N,Current,Active
PHD-NETS,PhD Network Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,INSH,Interdisc Studies - Soc Sc/Hum,PHD,Doctor of Philosophy,NETS,Network Science,BOS,Boston,300601,Systems Science and Theory,,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
ND-SH-G,Special Soc Sciences GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,LPSC,Law and Public Policy,ND,Non-Degree,LAPP,Law and Public Policy,BOS,Boston,229999,Law,,,,201340,Summer 1 2013 Semester,Y,Y,N,Current,Active
CERTG-INET,CERTG Information Ethics,SH,Coll of Soc Sci & Humanities,GR,Graduate,PHIL,Philosophy and Religion,CERTG,Graduate Certificate,INET,Information Ethics,BOS,Boston,380104,Applied and Prof Ethics,,,,202010,Fall 2019 Semester,Y,Y,Y,Current,Active
CERTG-SERE,CERTG Security & Resilience St,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,CERTG,Graduate Certificate,SERE,Security & Resilience Studies,BOS,Boston,450999,Intl Relations and Natl Securi,,,,201610,Fall 2015 Semester,Y,Y,Y,Current,Active
CERTG-SERE,CERTG Security & Resilience St,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,CERTG,Graduate Certificate,SERE,Security & Resilience Studies,SEA,"Seattle, WA",450999,Intl Relations and Natl Securi,,,,201610,Fall 2015 Semester,Y,Y,Y,Current,Active
MA-POLI,MA Political Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MA,Master of Arts,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,AMGP,American Govt and Politics,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
MA-POLI,MA Political Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MA,Master of Arts,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,COPO,Comparative Politics,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
MA-POLI,MA Political Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MA,Master of Arts,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,INTR,International Relations,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
MA-POLI,MA Political Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MA,Master of Arts,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,NOCC,No Concentration,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
MA-POLI,MA Political Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MA,Master of Arts,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,PUPL,Public Policy,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
MA-POLI,MA Political Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MA,Master of Arts,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,SEST,Security Studies,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
MS-SERE,MS Security & Resilience Stu,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MS,Master of Science,SERE,Security & Resilience Studies,BOS,Boston,450999,Intl Relations and Natl Securi,,,,201410,Fall 2013 Semester,Y,Y,Y,Current,Active
MS-SERE,MS Security & Resilience Stu,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MS,Master of Science,SERE,Security & Resilience Studies,SEA,"Seattle, WA",450999,Intl Relations and Natl Securi,,,,201410,Fall 2013 Semester,Y,Y,Y,Current,Active
MS-SERE-EX,MS Security & Resil Stud - Exp,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,MS,Master of Science,SERE,Security & Resilience Studies,BOS,Boston,450999,Intl Relations and Natl Securi,,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
ND-SH-G,Special Soc Sciences GR,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,ND,Non-Degree,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,,,201340,Summer 1 2013 Semester,Y,Y,N,Current,Active
PHD-POLI,PhD Political Science,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,PHD,Doctor of Philosophy,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,NOCC,No Concentration,201810,Fall 2017 Semester,Y,Y,Y,Current,Active
PHD-POLI-A,PhD Political Science Adv Entr,SH,Coll of Soc Sci & Humanities,GR,Graduate,POLS,Political Science,PHD,Doctor of Philosophy,POLI,Political Science,BOS,Boston,451001,Political Sce & Government,,,,200410,Fall 2003 Semester,Y,Y,Y,Current,Active
CERTG-NPSC,CERTG Nonprof-Philan-Soc Chnge,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,CERTG,Graduate Certificate,NPSC,Nonprof-Philanth-Social Change,BOS,Boston,520206,Non-Profit/Public/Organization,,,,201530,Spring 2015 Semester,Y,Y,Y,Current,Active
CERTG-PUPA,CERTG Public Policy Analysis,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,CERTG,Graduate Certificate,PUPA,Public Policy Analysis,BOS,Boston,440501,Public Policy Analysis,,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
CERTG-SUCP,CERTG Sust & Climate Chnge Pol,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,CERTG,Graduate Certificate,SUCP,Sustain & Climate Chnge Policy,BOS,Boston,440501,Public Policy Analysis,,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
CERTG-URBA,CERTG Urban Analytics,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,CERTG,Graduate Certificate,URBA,Urban Analytics,BOS,Boston,451201,Urban Stu/Affairs,,,,201530,Spring 2015 Semester,Y,Y,Y,Current,Active
CERTG-URBN,CERTG Urban Studies,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,CERTG,Graduate Certificate,URBN,Urban Studies,BOS,Boston,451201,Urban Stu/Affairs,,,,201130,Spring 2011 Semester,Y,Y,Y,Current,Active
MA-INAF,MA International Affairs,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MA,Master of Arts,INAF,International Affairs,BOS,Boston,450901,International Rel and Affairs,,NOCC,No Concentration,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MA-INAF,MA International Affairs,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MA,Master of Arts,INAF,International Affairs,BOS,Boston,450901,International Rel and Affairs,,SUCP,Sustain & Climate Chnge Policy,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MPA-PUAD,MPA Public Administration,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MPA,Master of Public Admin,PUAD,Public Administration,BOS,Boston,440401,Public Admin,,HCMP,Healthcare Management & Policy,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MPA-PUAD,MPA Public Administration,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MPA,Master of Public Admin,PUAD,Public Administration,BOS,Boston,440401,Public Admin,,NOCC,No Concentration,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MPP-PUPL,MPP Public Policy,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MPP,Master of Public Policy,PUPL,Public Policy,BOS,Boston,440401,Public Admin,,HCMP,Healthcare Management & Policy,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MPP-PUPL,MPP Public Policy,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MPP,Master of Public Policy,PUPL,Public Policy,BOS,Boston,440401,Public Admin,,NOCC,No Concentration,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MPP-PUPL,MPP Public Policy,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MPP,Master of Public Policy,PUPL,Public Policy,BOS,Boston,440401,Public Admin,,SUCP,Sustain & Climate Chnge Policy,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MPP-PUPL,MPP Public Policy,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MPP,Master of Public Policy,PUPL,Public Policy,OAK,"Oakland, CA",440401,Public Admin,,HCMP,Healthcare Management & Policy,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MPP-PUPL,MPP Public Policy,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MPP,Master of Public Policy,PUPL,Public Policy,OAK,"Oakland, CA",440401,Public Admin,,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MPP-PUPL,MPP Public Policy,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MPP,Master of Public Policy,PUPL,Public Policy,OAK,"Oakland, CA",440401,Public Admin,,SUCP,Sustain & Climate Chnge Policy,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
MS-URBI,MS Urban Informatics,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MS,Master of Science,URBI,Urban Informatics,BOS,Boston,111099,Comp /ITS Admin and Mgmt,,CECD,Communities & Economic Dvlpmnt,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MS-URBI,MS Urban Informatics,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MS,Master of Science,URBI,Urban Informatics,BOS,Boston,111099,Comp /ITS Admin and Mgmt,,CLRE,Climate and Resilience,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MS-URBI,MS Urban Informatics,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MS,Master of Science,URBI,Urban Informatics,BOS,Boston,111099,Comp /ITS Admin and Mgmt,,NOCC,No Concentration,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
MS-URBI,MS Urban Informatics,SH,Coll of Soc Sci & Humanities,GR,Graduate,PPUA,Pub Policy and Urban Affairs,MS,Master of Science,URBI,Urban Informatics,BOS,Boston,111099,Comp /ITS Admin and Mgmt,,TPIF,Transportation & Infrastructur,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
